0.1713	-0.4984	-0.0718	0.5319	0.0	0.0	0.0	0.0
0.171	-0.4985	-0.0717	0.5319	0.0	0.0	0.0	0.0
0.1711	-0.4982	-0.0717	0.5316	0.0	0.0	0.0	0.0
0.1711	-0.4983	-0.0717	0.5317	0.0	0.0	0.0	0.0
0.1712	-0.4983	-0.0716	0.5318	0.0	0.0	0.0	0.0
0.1713	-0.4984	-0.072	0.5319	0.0	0.0	0.0	0.0
0.171	-0.4985	-0.0719	0.5319	0.0	0.0	0.0	0.0
0.1711	-0.4986	-0.0722	0.532	0.0	0.0	0.0	0.0
0.1707	-0.4986	-0.0722	0.532	0.0	0.0	0.0	0.0
0.1708	-0.4987	-0.0725	0.5322	0.0	0.0	0.0	0.0
0.1706	-0.4985	-0.0728	0.5318	0.0	0.0	0.0	0.0
0.1706	-0.4985	-0.0726	0.5319	0.0	0.0	0.0	0.0
0.1707	-0.4982	-0.0725	0.5316	0.0	0.0	0.0	0.0
0.1708	-0.4983	-0.0728	0.5318	0.0	0.0	0.0	0.0
0.1709	-0.4984	-0.0727	0.5318	0.0	0.0	0.0	0.0
0.1709	-0.4985	-0.0726	0.5319	0.0	0.0	0.0	0.0
0.171	-0.4985	-0.0724	0.532	0.0	0.0	0.0	0.0
0.1711	-0.4986	-0.0723	0.5321	0.0	0.0	0.0	0.0
0.1712	-0.4987	-0.0726	0.5322	0.0	0.0	0.0	0.0
0.1713	-0.4988	-0.0724	0.5323	0.0	0.0	0.0	0.0
0.1709	-0.4988	-0.0723	0.5323	0.0	0.0	0.0	0.0
0.171	-0.4989	-0.0722	0.5323	0.0	0.0	0.0	0.0
0.1707	-0.499	-0.0721	0.5323	0.0	0.0	0.0	0.0
0.1708	-0.4991	-0.0723	0.5324	0.0	0.0	0.0	0.0
0.1705	-0.4992	-0.0722	0.5324	0.0	0.0	0.0	0.0
0.1701	-0.4988	-0.0725	0.532	0.0	0.0	0.0	0.0
0.1699	-0.4985	-0.0727	0.5317	0.0	0.0	0.0	0.0
0.1695	-0.4986	-0.0726	0.5316	0.0	0.0	0.0	0.0
0.1692	-0.4983	-0.0725	0.5312	0.0	0.0	0.0	0.0
0.1693	-0.4984	-0.0724	0.5313	0.0	0.0	0.0	0.0
0.1694	-0.4984	-0.0722	0.5314	0.0	0.0	0.0	0.0
0.1695	-0.4985	-0.0725	0.5315	0.0	0.0	0.0	0.0
0.1695	-0.4986	-0.0727	0.5316	0.0	0.0	0.0	0.0
0.1696	-0.4987	-0.0726	0.5317	0.0	0.0	0.0	0.0
0.1697	-0.4983	-0.0728	0.5315	0.0	0.0	0.0	0.0
0.1694	-0.498	-0.0727	0.531	0.0	0.0	0.0	0.0
0.1695	-0.4977	-0.0729	0.5308	0.0	0.0	0.0	0.0
0.1696	-0.4978	-0.0728	0.5309	0.0	0.0	0.0	0.0
0.1696	-0.4975	-0.0727	0.5306	0.0	0.0	0.0	0.0
0.1697	-0.498	-0.0726	0.5311	0.0	0.0	0.0	0.0
0.1694	-0.4981	-0.0725	0.5311	0.0	0.0	0.0	0.0
0.1691	-0.4982	-0.0724	0.531	0.0	0.0	0.0	0.0
0.1693	-0.4982	-0.0722	0.5311	0.0	0.0	0.0	0.0
0.1694	-0.4983	-0.0721	0.5312	0.0	0.0	0.0	0.0
0.1696	-0.4984	-0.072	0.5314	0.0	0.0	0.0	0.0
0.1696	-0.4981	-0.0719	0.5311	0.0	0.0	0.0	0.0
0.1697	-0.4978	-0.0718	0.5308	0.0	0.0	0.0	0.0
0.1698	-0.4974	-0.072	0.5305	0.0	0.0	0.0	0.0
0.1699	-0.4975	-0.0719	0.5306	0.0	0.0	0.0	0.0
0.17	-0.4976	-0.0718	0.5307	0.0	0.0	0.0	0.0
0.1696	-0.498	-0.0717	0.531	0.0	0.0	0.0	0.0
0.1697	-0.4981	-0.0719	0.5312	0.0	0.0	0.0	0.0
0.1698	-0.4979	-0.0722	0.5309	0.0	0.0	0.0	0.0
0.1699	-0.4979	-0.072	0.531	0.0	0.0	0.0	0.0
0.17	-0.4976	-0.0723	0.5308	0.0	0.0	0.0	0.0
0.1701	-0.4977	-0.0721	0.5309	0.0	0.0	0.0	0.0
0.1701	-0.4974	-0.072	0.5306	0.0	0.0	0.0	0.0
0.1702	-0.4975	-0.0719	0.5307	0.0	0.0	0.0	0.0
0.1703	-0.4976	-0.0718	0.5308	0.0	0.0	0.0	0.0
0.1704	-0.4977	-0.072	0.5309	0.0	0.0	0.0	0.0
0.1704	-0.4977	-0.0722	0.5311	0.0	0.0	0.0	0.0
0.1701	-0.4978	-0.0725	0.5311	0.0	0.0	0.0	0.0
0.1702	-0.4979	-0.0724	0.5311	0.0	0.0	0.0	0.0
0.1703	-0.498	-0.0726	0.5313	0.0	0.0	0.0	0.0
0.1703	-0.4977	-0.0725	0.531	0.0	0.0	0.0	0.0
0.1704	-0.4973	-0.0723	0.5307	0.0	0.0	0.0	0.0
0.1705	-0.497	-0.0722	0.5304	0.0	0.0	0.0	0.0
0.1706	-0.4971	-0.0721	0.5305	0.0	0.0	0.0	0.0
0.1703	-0.4972	-0.0723	0.5305	0.0	0.0	0.0	0.0
0.1703	-0.4972	-0.0722	0.5306	0.0	0.0	0.0	0.0
0.17	-0.4973	-0.0721	0.5305	0.0	0.0	0.0	0.0
0.1701	-0.4974	-0.0723	0.5306	0.0	0.0	0.0	0.0
0.1702	-0.4971	-0.0722	0.5304	0.0	0.0	0.0	0.0
0.1703	-0.4972	-0.0725	0.5305	0.0	0.0	0.0	0.0
0.1703	-0.4969	-0.0723	0.5302	0.0	0.0	0.0	0.0
0.1704	-0.4969	-0.0722	0.5303	0.0	0.0	0.0	0.0
0.1701	-0.497	-0.0721	0.5302	0.0	0.0	0.0	0.0
0.1702	-0.4971	-0.072	0.5303	0.0	0.0	0.0	0.0
0.1702	-0.4972	-0.0719	0.5304	0.0	0.0	0.0	0.0
0.1703	-0.4972	-0.0718	0.5305	0.0	0.0	0.0	0.0
0.1704	-0.4969	-0.0716	0.5302	0.0	0.0	0.0	0.0
0.1705	-0.4966	-0.0715	0.5299	0.0	0.0	0.0	0.0
0.1706	-0.4963	-0.0714	0.5296	0.0	0.0	0.0	0.0
0.1707	-0.4959	-0.0713	0.5293	0.0	0.0	0.0	0.0
0.1707	-0.4961	-0.0712	0.5294	0.0	0.0	0.0	0.0
0.1708	-0.4962	-0.071	0.5296	0.0	0.0	0.0	0.0
0.1709	-0.4964	-0.0713	0.5298	0.0	0.0	0.0	0.0
0.171	-0.4965	-0.0712	0.5299	0.0	0.0	0.0	0.0
0.171	-0.4967	-0.0714	0.5301	0.0	0.0	0.0	0.0
0.1711	-0.4965	-0.0716	0.53	0.0	0.0	0.0	0.0
0.1708	-0.4967	-0.0719	0.5301	0.0	0.0	0.0	0.0
0.1712	-0.4968	-0.0717	0.5304	0.0	0.0	0.0	0.0
0.1713	-0.4966	-0.0716	0.5302	0.0	0.0	0.0	0.0
0.1714	-0.4963	-0.0715	0.5299	0.0	0.0	0.0	0.0
0.1714	-0.4961	-0.0714	0.5297	0.0	0.0	0.0	0.0
0.1711	-0.4959	-0.0713	0.5294	0.0	0.0	0.0	0.0
0.1712	-0.496	-0.0712	0.5295	0.0	0.0	0.0	0.0
0.1713	-0.4962	-0.071	0.5297	0.0	0.0	0.0	0.0
0.1713	-0.4963	-0.0709	0.5299	0.0	0.0	0.0	0.0
0.1718	-0.4965	-0.0708	0.5301	0.0	0.0	0.0	0.0
0.1718	-0.4967	-0.0707	0.5303	0.0	0.0	0.0	0.0
0.1718	-0.4968	-0.0705	0.5304	0.0	0.0	0.0	0.0
0.1718	-0.497	-0.0708	0.5306	0.0	0.0	0.0	0.0
0.1718	-0.4971	-0.0707	0.5307	0.0	0.0	0.0	0.0
0.1718	-0.4969	-0.0705	0.5305	0.0	0.0	0.0	0.0
0.1718	-0.4971	-0.0705	0.5306	0.0	0.0	0.0	0.0
